traceId,spanId,projectId,name,startTime,endTime,labels_/component,labels_/http/host,labels_/http/method,labels_/http/request/size,labels_/http/response/size,labels_/http/status_code,labels_/http/url,parentSpanId
044249630832ee6839611b7fa3811197,7973765032511584855,product-research-460317,/webhook/bifrost_service,2026-01-08T08:20:35.468190Z,2026-01-08T08:20:35.473752189Z,AppServer,bifrost-service-qa-845835740344.us-central1.run.app,POST,2324,237,202,https://bifrost-service-qa-845835740344.us-central1.run.app/webhook/bifrost_service,14930123648705497628
0c8ec1528d2cd2c3553a561c1473d640,8382927101828529569,product-research-460317,/webhook/bifrost_service,2026-01-08T08:15:37.423374Z,2026-01-08T08:15:37.429443739Z,AppServer,bifrost-service-qa-845835740344.us-central1.run.app,POST,2545,237,202,https://bifrost-service-qa-845835740344.us-central1.run.app/webhook/bifrost_service,9538012683441239859
